,,,Original Canvass Results,,,,,,,,,,,,,,,,,,,Recount Canvass Results,,,,,,,,,,,,,,,,,
MILWAUKEE ,CITY OF OAK CREEK,CITY OF OAK CREEK Wards 10-12,3250,1722,1301,17,119,23,3,0,0,19,0,0,0,0,0,0,0,46,,3250,1722,1301,17,119,23,3,0,0,24,1,0,0,0,0,0,0,40
MILWAUKEE ,CITY OF OAK CREEK,CITY OF OAK CREEK Wards 13-15,3242,1813,1227,8,125,22,0,0,0,14,0,0,0,0,0,0,0,33,,3242,1813,1227,8,125,22,0,0,0,15,0,0,0,0,0,0,0,32
MILWAUKEE ,CITY OF OAK CREEK,CITY OF OAK CREEK Wards 16-19,2608,1210,1237,7,112,16,1,0,0,6,0,0,0,0,0,0,0,19,,2616,1212,1237,7,112,16,1,0,0,6,0,0,0,0,0,0,0,25
MILWAUKEE ,CITY OF ST. FRANCIS,CITY OF ST. FRANCIS Ward 1-4,1564,640,803,4,69,32,1,0,0,5,0,0,0,0,0,0,0,10,,1568,639,803,4,69,32,1,0,0,5,0,0,0,0,0,0,0,15
MILWAUKEE ,CITY OF ST. FRANCIS,CITY OF ST. FRANCIS Ward 5-8,1659,693,849,10,64,14,2,1,0,8,0,0,0,0,1,0,0,17,,1668,693,849,10,64,14,2,1,0,8,0,0,0,0,1,0,0,26
MILWAUKEE ,CITY OF ST. FRANCIS,CITY OF ST. FRANCIS Ward 9-12,1828,670,1024,3,83,22,0,2,0,7,1,0,0,0,0,0,0,16,,1836,670,1024,3,83,22,0,2,0,7,1,0,0,0,0,0,0,24
MILWAUKEE ,CITY OF SOUTH MILWAUKEE,CITY OF SOUTH MILWAUKEE Ward 1-4,2548,1124,1241,12,91,37,2,1,0,9,0,0,0,0,0,0,0,31,,2547,1124,1240,12,91,37,2,1,0,16,0,0,0,0,0,0,0,24
MILWAUKEE ,CITY OF SOUTH MILWAUKEE,CITY OF SOUTH MILWAUKEE Ward 5-8,2287,1042,1066,10,114,23,2,0,0,7,0,0,0,0,0,0,0,23,,2286,1041,1067,10,114,23,2,0,0,9,0,0,0,0,0,0,0,20
MILWAUKEE ,CITY OF SOUTH MILWAUKEE,CITY OF SOUTH MILWAUKEE Ward 9-12,2892,1409,1300,11,115,25,3,1,0,4,0,0,0,0,0,0,0,24,,2891,1409,1299,11,115,25,3,1,0,11,0,0,0,0,0,0,0,17
MILWAUKEE ,CITY OF SOUTH MILWAUKEE,CITY OF SOUTH MILWAUKEE Ward 13-16,2559,1183,1210,4,95,32,1,0,0,6,0,0,0,0,0,0,0,28,,2561,1183,1212,4,95,32,1,0,0,11,0,0,0,0,0,0,0,23
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 1,1209,342,788,0,54,4,0,0,0,9,0,0,0,0,0,0,0,12,,1210,343,788,0,54,4,0,0,0,9,0,0,0,0,0,0,0,12
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 2,1196,323,792,3,40,14,0,0,0,10,0,0,0,0,0,0,0,14,,1196,323,792,3,40,14,0,0,0,10,0,0,0,0,0,0,0,14
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 3,1313,391,784,5,86,10,2,0,0,13,0,0,0,0,0,0,0,22,,1309,391,780,5,86,10,2,0,0,13,0,0,0,0,0,0,0,22
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 4,1742,602,987,5,81,21,0,2,0,16,0,0,0,0,0,0,0,28,,1742,602,987,5,81,21,0,2,0,16,0,0,0,0,0,0,0,28
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 5,959,317,572,3,39,6,0,1,0,7,0,0,0,0,0,0,0,14,,959,317,572,3,39,6,0,1,0,7,0,0,0,0,0,0,0,14
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 6,852,260,510,7,46,14,0,3,0,2,0,0,0,0,0,0,0,10,,860,261,517,7,46,14,0,3,0,2,0,0,0,0,0,0,0,10
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 7,1428,505,807,6,56,10,1,0,0,5,0,0,0,0,0,0,0,38,,1422,505,801,6,56,10,1,0,0,12,0,0,0,0,0,0,0,31
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 8,674,298,336,6,22,3,0,0,0,1,0,0,0,0,0,0,0,8,,675,298,337,6,22,3,0,0,0,1,0,0,0,0,0,0,0,8
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 9,1389,639,649,5,61,16,1,2,0,1,0,0,0,0,0,0,0,15,,1389,639,649,5,61,16,1,2,0,5,0,0,0,0,0,0,0,11
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 10,1147,344,718,4,49,17,0,0,0,15,0,0,0,0,0,0,0,0,,1171,344,718,4,49,17,0,0,0,20,0,0,0,0,0,0,0,19
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 11,1248,359,803,0,54,12,1,1,0,5,1,0,0,0,0,0,0,12,,1247,359,802,0,54,12,1,1,0,7,1,0,0,0,0,0,0,10
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 12,1397,543,748,1,70,11,0,0,0,24,0,0,0,0,0,0,0,0,,1413,543,748,1,70,11,0,0,0,24,0,0,0,0,0,0,0,16
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 13,694,209,422,2,35,9,0,1,0,3,2,0,0,0,0,0,0,11,,695,209,422,2,35,9,0,1,0,5,2,0,0,0,0,0,0,10
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 14,1281,354,806,2,65,23,1,0,0,7,0,0,0,0,0,0,0,23,,1281,354,806,2,65,23,1,0,0,7,0,0,0,0,0,0,0,23
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 15,1378,318,921,3,74,23,3,1,0,18,0,0,0,0,0,0,0,17,,1378,318,921,3,74,23,3,1,0,18,0,0,0,0,0,0,0,17
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 16,1440,479,823,4,81,7,0,2,0,16,0,0,0,0,0,0,0,28,,1442,479,824,4,81,7,0,2,0,22,0,0,0,0,0,0,0,23
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 17,1216,501,615,4,54,6,1,0,0,18,0,0,1,0,0,0,0,16,,1214,501,614,4,54,6,1,0,0,18,0,0,1,0,0,0,0,15
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 18,1081,390,611,4,47,10,0,0,0,12,0,0,0,0,0,0,0,7,,1077,390,612,4,48,10,0,0,0,12,0,0,0,0,0,0,0,1
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 19,1115,426,608,6,49,4,1,2,0,3,0,0,0,0,0,0,0,16,,1114,426,608,6,48,4,1,2,0,7,0,0,0,0,0,0,0,12
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 20,1481,635,741,4,53,14,3,0,0,15,0,0,0,0,0,0,0,16,,1480,635,740,4,53,14,3,0,0,16,0,0,0,0,0,0,0,15
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 21,1078,468,519,3,44,11,0,2,0,11,3,0,0,0,0,0,0,17,,1078,468,519,3,44,11,0,2,0,11,3,0,0,0,0,0,0,17
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 22,1166,427,644,2,59,12,0,1,0,9,0,0,0,0,0,0,0,12,,1166,427,644,2,59,12,0,1,0,10,0,0,0,0,0,0,0,11
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 23,1143,522,526,5,63,12,1,0,0,3,1,0,0,0,0,0,0,10,,1143,522,526,5,63,12,1,0,0,3,1,0,0,0,0,0,0,10
MILWAUKEE ,CITY OF WAUWATOSA,CITY OF WAUWATOSA Ward 24,1048,382,586,4,50,7,1,2,0,3,0,0,0,0,0,0,0,13,,1050,383,587,4,50,7,1,2,0,5,0,0,0,0,0,0,0,11
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 1,875,333,461,3,45,17,1,1,0,2,0,0,1,0,0,0,0,11,,876,333,461,3,45,17,1,1,0,3,0,0,1,0,0,0,0,11
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 2,1153,381,666,5,63,19,2,0,0,4,0,0,0,0,0,0,0,13,,1157,381,666,5,63,19,2,0,0,6,0,0,0,0,0,0,0,15
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 3,801,284,464,1,28,15,1,0,0,1,0,0,0,0,0,0,0,7,,802,284,464,1,28,15,1,0,0,1,0,0,0,0,0,0,0,8
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 4,1249,509,630,5,54,14,3,2,0,11,0,0,0,0,0,0,0,21,,1259,509,629,5,54,14,3,2,0,11,0,0,0,0,0,0,0,32
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 5,998,383,547,6,35,17,0,0,0,2,0,0,0,0,0,0,0,8,,1001,384,547,6,35,17,0,0,0,2,0,0,0,0,0,0,0,10
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 6,923,407,445,2,35,12,1,1,0,7,0,0,0,0,0,0,0,13,,930,407,445,2,35,12,1,1,0,7,0,0,0,0,0,0,0,20
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 7,1130,463,581,4,57,12,0,0,0,0,0,0,0,0,0,0,0,13,,1129,462,581,4,57,12,0,0,0,0,0,0,0,0,0,0,0,13
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 8,968,374,513,7,48,16,2,2,0,0,0,0,0,0,0,0,0,6,,968,374,513,7,48,16,2,2,0,0,0,0,0,0,0,0,0,6
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 9,1290,539,645,3,61,18,3,1,0,4,1,0,0,0,0,0,0,15,,1295,539,645,3,61,18,3,1,0,5,1,0,0,0,0,0,0,19
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 10,1107,466,534,0,62,20,2,1,0,5,0,0,0,0,0,0,0,17,,1113,467,534,0,62,20,2,1,0,5,0,0,0,0,0,0,0,22
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 11,1339,643,595,4,61,17,0,2,0,2,0,0,0,0,0,0,0,15,,1347,645,599,4,61,17,0,2,0,2,0,0,0,0,0,0,0,17
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 12,1210,643,476,10,51,15,1,0,0,0,0,0,0,0,0,0,0,14,,1210,643,476,10,51,15,1,0,0,0,0,0,0,0,0,0,0,14
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 13,1647,807,710,5,84,12,0,0,0,5,0,0,0,0,0,0,0,24,,1649,805,709,5,84,12,0,0,0,5,0,0,0,0,0,0,0,29
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 14,949,409,458,2,47,14,1,0,0,11,0,0,0,0,0,0,0,7,,960,409,458,2,47,14,1,0,0,11,0,0,0,0,0,0,0,18
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 15,953,434,421,5,60,10,1,0,0,7,0,0,0,0,0,0,0,15,,953,434,421,5,60,10,1,0,0,9,0,0,0,0,0,0,0,13
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 16,953,475,403,6,42,12,0,0,0,3,0,0,0,0,0,0,0,12,,953,475,403,6,42,12,0,0,0,4,0,0,0,0,0,0,0,11
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 17,1339,629,604,5,58,20,2,0,0,3,0,0,0,0,0,0,0,18,,1339,629,604,5,58,20,2,0,0,4,0,0,0,0,0,0,0,17
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 18,1540,745,678,7,67,23,0,1,0,4,1,0,0,0,0,0,0,14,,1545,745,678,7,67,23,0,1,0,4,1,0,0,0,0,0,0,19
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 19,1464,717,659,6,48,12,1,2,0,5,0,0,0,0,0,0,0,14,,1464,717,659,6,48,12,1,2,0,6,0,0,0,0,0,0,0,13
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 20,975,438,474,3,30,14,0,1,0,7,0,0,0,0,0,0,0,8,,975,438,474,3,30,14,0,1,0,8,0,0,0,0,0,0,0,7
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 21,1240,547,593,4,51,21,1,1,0,0,0,0,0,0,0,0,0,22,,1240,547,593,4,51,21,1,1,0,8,0,0,0,0,0,0,0,14
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 22,980,414,490,4,43,13,1,0,0,0,0,0,0,0,0,0,0,15,,980,414,490,4,43,13,1,0,0,3,0,0,0,0,0,0,0,12
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 23,1449,775,581,9,53,13,1,0,0,5,0,0,0,0,0,0,0,12,,1449,775,581,9,53,13,1,0,0,6,0,0,0,0,0,0,0,11
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 24,883,333,495,3,34,11,0,1,0,0,0,0,0,0,0,0,0,6,,883,333,495,3,34,11,0,1,0,2,1,0,0,0,0,0,0,3
MILWAUKEE ,CITY OF WEST ALLIS,CITY OF WEST ALLIS Ward 25,1287,659,543,4,55,7,0,0,0,5,0,0,0,0,0,0,0,14,,1287,659,543,4,55,7,0,0,0,5,0,0,0,0,0,0,0,14
MONROE ,TOWN OF ADRIAN,TOWN OF ADRIAN Ward 1,416,281,118,1,12,2,0,0,0,0,0,0,0,0,0,0,0,2,,415,280,118,1,12,2,0,0,0,0,0,0,0,0,0,0,0,2
MONROE ,TOWN OF ANGELO,TOWN OF ANGELO Wards 1-3,619,391,202,3,14,5,0,0,0,0,0,0,0,0,0,0,0,4,,617,388,202,3,14,5,0,0,0,0,0,0,0,0,0,0,0,5
MONROE ,TOWN OF BYRON,TOWN OF BYRON Ward 1,600,373,184,4,22,4,0,0,0,0,0,0,0,0,0,0,0,13,,600,373,184,4,22,4,0,0,0,0,0,0,0,0,0,0,0,13
MONROE ,TOWN OF CLIFTON,TOWN OF CLIFTON Ward 1,223,136,79,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,,222,136,79,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0
MONROE ,TOWN OF GLENDALE,TOWN OF GLENDALE Ward 1,303,197,89,0,8,8,0,0,0,0,0,0,0,0,0,0,0,1,,303,197,89,0,8,8,0,0,0,0,0,0,0,0,0,0,0,1
MONROE ,TOWN OF GRANT,TOWN OF GRANT Ward 1,243,181,49,1,7,3,0,0,0,0,0,0,0,0,0,0,0,2,,243,181,49,1,7,3,0,0,0,0,0,0,0,0,0,0,0,2
MONROE ,TOWN OF GREENFIELD,TOWN OF GREENFIELD Wards 1-2,392,253,122,3,8,2,0,0,0,0,0,0,0,0,0,0,0,4,,389,251,122,3,8,2,0,0,0,0,0,0,0,0,0,0,0,3
MONROE ,TOWN OF JEFFERSON,TOWN OF JEFFERSON Ward 1,287,171,108,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,,284,171,105,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1
MONROE ,TOWN OF LAFAYETTE,TOWN OF LAFAYETTE Wards 1-2,178,112,51,2,10,2,0,0,0,1,0,0,0,0,0,0,0,0,,180,113,51,2,10,2,0,0,0,1,0,0,0,0,0,0,0,1
MONROE ,TOWN OF LA GRANGE,TOWN OF LA GRANGE Wards 1A-3A,970,572,318,12,35,13,2,1,0,5,0,0,0,0,0,0,0,12,,969,571,317,12,35,13,2,1,0,5,0,0,1,0,0,0,0,12
MONROE ,TOWN OF LA GRANGE,TOWN OF LA GRANGE Wards 1B-3B,74,55,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,75,56,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE ,TOWN OF LEON,TOWN OF LEON Wards 1-2,593,385,176,5,16,7,0,0,0,1,0,0,0,0,0,0,0,3,,592,384,176,5,16,7,0,0,0,1,0,0,0,0,0,0,0,3
MONROE ,TOWN OF LINCOLN,TOWN OF LINCOLN Ward 1,437,319,94,5,14,1,0,0,0,2,0,0,0,0,0,0,0,2,,437,319,94,5,14,1,0,0,0,3,0,0,0,0,0,0,0,1
MONROE ,TOWN OF LITTLE FALLS,TOWN OF LITTLE FALLS Wards 1-2,698,436,212,4,31,9,0,0,0,2,0,0,0,0,0,0,0,4,,700,436,214,4,31,9,0,0,0,2,0,0,0,0,0,0,0,4
MONROE ,TOWN OF NEW LYME,TOWN OF NEW LYME Ward 1,99,66,28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,,98,65,28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
MONROE ,TOWN OF OAKDALE,TOWN OF OAKDALE Ward 1,378,259,101,1,9,3,0,1,0,0,0,0,0,0,0,0,0,4,,378,259,101,1,9,3,0,1,0,0,0,0,0,0,0,0,0,4
MONROE ,TOWN OF PORTLAND,TOWN OF PORTLAND Ward 1,397,226,158,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,,396,226,157,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0
MONROE ,TOWN OF RIDGEVILLE,TOWN OF RIDGEVILLE Ward 1,251,137,99,5,7,0,0,0,0,1,0,0,0,0,0,0,0,2,,251,137,99,5,7,0,0,0,0,1,0,0,0,0,0,0,0,2
MONROE ,TOWN OF SCOTT,TOWN OF SCOTT Ward 1,46,37,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,46,37,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
MONROE ,TOWN OF SHELDON,TOWN OF SHELDON Ward 1,216,155,55,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,217,156,55,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
MONROE ,TOWN OF SPARTA,TOWN OF SPARTA Wards 1-6,1561,902,566,8,50,16,0,2,0,5,0,0,0,0,0,0,0,12,,1566,904,567,9,52,16,0,2,0,5,0,0,0,0,0,0,0,11
MONROE ,TOWN OF TOMAH,TOWN OF TOMAH Wards 1-2,736,468,230,9,22,5,0,0,0,1,0,0,0,0,0,0,0,1,,736,468,230,9,22,5,0,0,0,1,0,0,0,0,0,0,0,1
MONROE ,TOWN OF WELLINGTON,TOWN OF WELLINGTON Wards 1-2,252,125,108,0,11,2,0,0,0,3,0,0,0,0,0,0,0,3,,254,125,108,0,12,4,0,0,0,2,0,0,0,0,0,0,0,3
MONROE ,TOWN OF WELLS,TOWN OF WELLS Ward 1,275,171,90,1,10,2,0,0,0,1,0,0,0,0,0,0,0,0,,276,171,90,1,10,2,0,0,0,1,0,0,0,0,0,0,0,1
MONROE ,TOWN OF WILTON,TOWN OF WILTON Wards 1-5,242,156,64,0,16,3,0,0,0,0,0,0,0,0,0,0,0,3,,242,156,64,0,16,3,0,0,0,0,0,0,0,0,0,0,0,3
MONROE ,VILLAGE OF CASHTON,VILLAGE OF CASHTON Wards 1-3,447,235,185,2,20,2,0,0,0,0,0,0,0,0,0,0,0,3,,450,236,185,2,20,2,0,0,0,0,0,0,0,0,0,0,0,5
MONROE ,VILLAGE OF KENDALL,VILLAGE OF KENDALL Ward 1,201,110,79,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,,202,110,79,1,5,6,0,0,0,0,0,0,0,0,0,0,0,1
MONROE ,VILLAGE OF MELVINA,VILLAGE OF MELVINA Ward 1,38,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE ,VILLAGE OF NORWALK,VILLAGE OF NORWALK Ward 1,208,108,92,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,208,108,92,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE ,VILLAGE OF OAKDALE,VILLAGE OF OAKDALE Ward 1,116,69,37,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,,116,69,37,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0
MONROE ,VILLAGE OF ONTARIO,VILLAGE OF ONTARIO Ward 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE ,VILLAGE OF ROCKLAND,VILLAGE OF ROCKLAND Ward 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE ,VILLAGE OF WARRENS,VILLAGE OF WARRENS Ward 1,215,146,59,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,,215,146,59,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3
MONROE ,VILLAGE OF WILTON,VILLAGE OF WILTON Ward 1,228,106,102,2,12,5,0,0,0,0,0,0,0,0,0,0,0,1,,228,106,102,2,12,5,0,0,0,0,0,0,0,0,0,0,0,1
MONROE ,VILLAGE OF WYEVILLE,VILLAGE OF WYEVILLE Ward 1,60,36,19,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,,60,36,19,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1
MONROE ,CITY OF SPARTA,CITY OF SPARTA Wards 1-6,1337,686,567,3,47,22,1,0,0,7,0,0,0,0,0,0,0,4,,1344,687,568,3,48,22,1,0,0,4,0,0,0,0,0,0,0,11
MONROE ,CITY OF SPARTA,CITY OF SPARTA Wards 7-12,1423,700,616,7,60,13,1,4,0,6,0,0,0,0,0,0,0,16,,1427,701,618,7,60,13,0,4,0,4,0,0,0,0,0,0,0,20
MONROE ,CITY OF SPARTA,"CITY OF SPARTA Wards 13-18,20",1032,493,461,0,45,14,1,0,0,2,0,0,0,0,0,0,0,16,,1035,496,460,0,45,14,1,0,0,2,0,0,0,0,0,0,0,17
MONROE ,CITY OF SPARTA,CITY OF SPARTA Ward 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE ,CITY OF TOMAH,CITY OF TOMAH Wards 1-6,1178,627,465,8,45,21,0,2,0,3,0,0,0,0,0,0,0,7,,1186,627,468,7,47,21,0,2,0,3,0,0,0,0,0,0,0,11
MONROE ,CITY OF TOMAH,CITY OF TOMAH Ward 5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONROE ,CITY OF TOMAH,CITY OF TOMAH Wards 7-11,1400,759,517,10,70,24,1,0,0,8,0,0,0,0,0,0,0,11,,1404,761,519,10,70,24,1,0,0,5,0,0,0,0,0,0,0,14
MONROE ,CITY OF TOMAH,"CITY OF TOMAH Wards 12-16,18",1300,691,507,4,51,26,3,0,0,6,0,0,0,0,0,0,0,12,,1299,691,506,4,51,26,3,0,0,7,0,0,0,0,0,0,0,11
MONROE ,CITY OF TOMAH,"CITY OF TOMAH Wards 17,19-20",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCONTO ,TOWN OF ABRAMS,TOWN OF ABRAMS Ward 1-3,1018,704,273,5,26,7,2,0,0,1,0,0,0,0,0,0,0,0,,1040,714,281,5,27,7,2,0,0,1,0,0,0,0,0,0,0,3
OCONTO ,TOWN OF BAGLEY,TOWN OF BAGLEY Ward 1,179,132,42,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,180,133,42,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OCONTO ,TOWN OF BRAZEAU,TOWN OF BRAZEAU Ward 1-3,803,560,222,0,16,4,0,0,0,1,0,0,0,0,0,0,0,0,,805,560,222,0,16,4,0,0,0,1,0,0,0,0,0,0,0,2
OCONTO ,TOWN OF BREED,TOWN OF BREED Ward 1,368,267,79,1,17,1,0,1,0,2,0,0,0,0,0,0,0,0,,368,267,79,1,17,1,0,1,0,2,0,0,0,0,0,0,0,0
OCONTO ,TOWN OF CHASE,TOWN OF CHASE Wards 1-5,1585,1051,453,3,65,9,0,1,0,3,0,0,0,0,0,0,0,0,,1596,1057,455,3,66,9,0,1,0,3,0,0,0,0,0,0,0,2
OCONTO ,TOWN OF DOTY,TOWN OF DOTY Ward 1,204,129,64,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,,205,129,64,2,6,3,0,0,0,0,0,0,0,0,0,0,0,1
OCONTO ,TOWN OF GILLETT,TOWN OF GILLETT Ward 1-2,552,439,94,3,11,5,0,0,0,0,0,0,0,0,0,0,0,0,,555,439,94,3,11,5,0,0,0,0,0,0,0,0,0,0,0,3
OCONTO ,TOWN OF HOW,TOWN OF HOW Wards 1-2,316,229,71,1,9,1,0,0,0,5,0,0,0,0,0,0,0,0,,317,229,72,1,9,1,0,0,0,5,0,0,0,0,0,0,0,0
OCONTO ,TOWN OF LAKEWOOD,TOWN OF LAKEWOOD Ward 1,574,365,192,2,9,3,0,0,0,3,0,0,0,0,0,0,0,0,,577,365,192,2,9,3,0,0,0,3,0,0,0,0,0,0,0,3
OCONTO ,TOWN OF LENA,TOWN OF LENA Ward 1,378,264,98,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,380,264,98,1,15,0,0,0,0,0,0,0,0,0,0,0,0,2
OCONTO ,TOWN OF LITTLE RIVER,TOWN OF LITTLE RIVER Ward 1-2,549,375,154,3,6,9,0,0,0,2,0,0,0,0,0,0,0,0,,559,379,154,3,6,9,0,0,0,2,0,0,0,0,0,0,0,6
OCONTO ,TOWN OF LITTLE SUAMICO,TOWN OF LITTLE SUAMICO Ward 1-8,2788,1899,767,13,92,13,1,0,0,3,0,0,0,0,0,0,0,0,,2836,1922,774,13,95,13,1,0,0,3,0,0,0,0,0,0,0,15
OCONTO ,TOWN OF MAPLE VALLEY,TOWN OF MAPLE VALLEY Ward 1,364,269,86,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,,364,269,86,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0
OCONTO ,TOWN OF MORGAN,TOWN OF MORGAN Ward 1-2,564,403,134,5,14,4,0,1,0,3,0,0,0,0,0,0,0,0,,572,408,136,5,14,4,0,1,0,3,0,0,0,0,0,0,0,1
OCONTO ,TOWN OF MOUNTAIN,TOWN OF MOUNTAIN Ward 1,462,283,159,0,14,4,1,0,0,1,0,0,0,0,0,0,0,0,,472,288,160,0,15,4,1,0,0,1,0,0,0,0,0,0,0,3
OCONTO ,TOWN OF OCONTO,TOWN OF OCONTO Ward 1-3,742,495,222,10,13,2,0,0,0,0,0,0,0,0,0,0,0,0,,744,496,222,10,13,2,0,0,0,0,0,0,0,0,0,0,0,1
OCONTO ,TOWN OF OCONTO FALLS,TOWN OF OCONTO FALLS Ward 1-2,655,443,180,7,20,3,1,0,0,1,0,0,0,0,0,0,0,0,,664,446,184,7,22,3,1,0,0,1,0,0,0,0,0,0,0,0
